1550000.0,84681150000.0,100,8000000,0.8,0.6,87
1550000.0,84681150000.0,100,8000000,0.4,0.8,73
440000.0,4591400000.0,8,10000000,1.0,0.6,59
440000.0,4591400000.0,8,9000000,0.8,0.8,45
1550000.0,84681150000.0,100,11000000,0.8,0.6,41
15150000.0,682401450000.0,500,7000000,0.2,0.8,27
1550000.0,84681150000.0,100,7000000,0.8,0.2,10
1550000.0,62472750000.0,80,10000000,0.2,1.0,100
1550000.0,53524600000.0,70,9000000,0.2,0.8,86
15150000.0,682401450000.0,500,7000000,0.6,1.0,72
440000.0,4591400000.0,8,8000000,0.8,0.8,100
2150.0,73641800.0,1,11000000,0.8,0.2,86
1550000.0,53524600000.0,70,8000000,0.6,1.0,73
440000.0,4591400000.0,8,7000000,0.4,1.0,36
440000.0,4591400000.0,8,8000000,0.4,0.2,22
1550000.0,53524600000.0,70,11000000,0.6,1.0,18
1550000.0,62472750000.0,80,11000000,0.4,0.2,100
1550000.0,84681150000.0,100,9000000,1.0,0.8,86
1550000.0,84681150000.0,100,10000000,1.0,0.8,72
2150.0,73641800.0,1,10000000,0.8,0.8,58
15150000.0,682401450000.0,500,7000000,0.6,0.8,57
1550000.0,84681150000.0,100,9000000,0.2,1.0,40
1550000.0,84681150000.0,100,10000000,0.4,1.0,26
1550000.0,53524600000.0,70,8000000,0.6,0.4,100
15150000.0,682401450000.0,500,8000000,0.4,0.6,63
2150.0,73641800.0,1,11000000,0.2,0.4,46
15150000.0,682401450000.0,500,8000000,0.8,0.8,33
2150.0,73641800.0,1,9000000,0.8,0.4,16
440000.0,4591400000.0,8,7000000,0.4,0.8,100
440000.0,4591400000.0,8,7000000,0.6,1.0,72
1550000.0,84681150000.0,100,11000000,0.4,0.4,68
2150.0,73641800.0,1,11000000,0.2,0.8,54
15150000.0,682401450000.0,500,8000000,1.0,0.8,53
15150000.0,682401450000.0,500,10000000,0.4,0.4,36
1550000.0,84681150000.0,100,10000000,0.8,0.2,20
2150.0,73641800.0,1,9000000,0.8,0.8,100
1550000.0,62472750000.0,80,10000000,1.0,0.2,99
1550000.0,62472750000.0,80,10000000,1.0,0.6,56
1550000.0,84681150000.0,100,11000000,0.2,0.4,42
1550000.0,53524600000.0,70,7000000,0.6,0.2,28
2150.0,73641800.0,1,9000000,0.2,0.2,14
1550000.0,62472750000.0,80,10000000,0.6,0.4,100
2150.0,73641800.0,1,10000000,0.2,1.0,86
2150.0,73641800.0,1,11000000,0.2,0.6,85
15150000.0,682401450000.0,500,7000000,0.6,0.8,72
1550000.0,53524600000.0,70,11000000,0.6,1.0,55
15150000.0,682401450000.0,500,11000000,0.2,0.4,41
440000.0,4591400000.0,8,7000000,0.2,0.8,100
2150.0,73641800.0,1,8000000,0.4,0.8,96
1550000.0,53524600000.0,70,7000000,0.6,0.2,83
1550000.0,84681150000.0,100,8000000,0.2,0.8,69
440000.0,4591400000.0,8,9000000,1.0,0.4,55
440000.0,4591400000.0,8,8000000,1.0,0.6,41
440000.0,4591400000.0,8,11000000,1.0,1.0,27
1550000.0,62472750000.0,80,9000000,1.0,0.8,23
1550000.0,84681150000.0,100,7000000,0.6,0.4,100
1550000.0,84681150000.0,100,7000000,0.6,0.8,86
1550000.0,84681150000.0,100,10000000,0.4,0.6,28
1550000.0,53524600000.0,70,9000000,1.0,0.2,14
1550000.0,53524600000.0,70,10000000,0.2,0.4,100
1550000.0,84681150000.0,100,10000000,0.8,0.4,63
1550000.0,53524600000.0,70,7000000,0.8,0.6,49
15150000.0,682401450000.0,500,9000000,0.8,0.8,12
1550000.0,62472750000.0,80,11000000,1.0,1.0,100
1550000.0,84681150000.0,100,7000000,0.8,0.6,86
15150000.0,682401450000.0,500,7000000,0.8,0.8,28
440000.0,4591400000.0,8,9000000,0.2,0.8,11
2150.0,73641800.0,1,8000000,0.6,0.4,100
1550000.0,53524600000.0,70,8000000,0.2,0.8,87
1550000.0,62472750000.0,80,7000000,1.0,0.8,73
2150.0,73641800.0,1,10000000,0.6,0.4,59
15150000.0,682401450000.0,500,11000000,0.4,1.0,46
1550000.0,53524600000.0,70,8000000,0.8,0.8,30
15150000.0,682401450000.0,500,8000000,0.4,1.0,100
1550000.0,53524600000.0,70,7000000,0.4,0.6,83
1550000.0,53524600000.0,70,9000000,1.0,0.8,69
2150.0,73641800.0,1,7000000,0.2,0.8,55
15150000.0,682401450000.0,500,9000000,0.8,1.0,42
2150.0,73641800.0,1,9000000,0.2,0.8,25
440000.0,4591400000.0,8,7000000,0.2,1.0,12
440000.0,4591400000.0,8,8000000,1.0,0.8,100
1550000.0,53524600000.0,70,7000000,0.8,0.6,86
2150.0,73641800.0,1,10000000,0.4,1.0,49
1550000.0,84681150000.0,100,9000000,0.2,0.8,36
1550000.0,53524600000.0,70,10000000,0.8,0.4,100
1550000.0,53524600000.0,70,7000000,0.2,1.0,63
1550000.0,53524600000.0,70,7000000,0.4,0.2,49
2150.0,73641800.0,1,10000000,1.0,0.2,12
1550000.0,84681150000.0,100,7000000,1.0,0.8,100
15150000.0,682401450000.0,500,9000000,0.4,0.8,42
2150.0,73641800.0,1,10000000,0.2,0.2,100
440000.0,4591400000.0,8,8000000,0.2,0.8,99
1550000.0,62472750000.0,80,8000000,1.0,0.4,85
1550000.0,53524600000.0,70,7000000,0.8,1.0,71
1550000.0,53524600000.0,70,10000000,0.6,0.6,57
15150000.0,682401450000.0,500,8000000,0.6,0.4,20
15150000.0,682401450000.0,500,8000000,0.4,0.4,100
1550000.0,84681150000.0,100,11000000,0.4,0.8,83
1550000.0,62472750000.0,80,9000000,0.4,1.0,69
2150.0,73641800.0,1,7000000,0.8,1.0,55
1550000.0,53524600000.0,70,8000000,0.2,1.0,54
15150000.0,682401450000.0,500,11000000,0.2,0.6,40
1550000.0,53524600000.0,70,8000000,0.8,0.8,24
1550000.0,84681150000.0,100,11000000,0.6,0.2,10
1550000.0,62472750000.0,80,10000000,0.6,0.2,100
1550000.0,84681150000.0,100,11000000,0.2,1.0,57
1550000.0,62472750000.0,80,11000000,1.0,0.6,43
1550000.0,84681150000.0,100,11000000,0.4,0.8,29
1550000.0,84681150000.0,100,8000000,0.6,0.8,100
15150000.0,682401450000.0,500,11000000,1.0,0.6,86
1550000.0,62472750000.0,80,7000000,0.6,0.6,70
15150000.0,682401450000.0,500,11000000,0.8,0.2,56
440000.0,4591400000.0,8,8000000,1.0,0.4,40
2150.0,73641800.0,1,9000000,0.8,0.6,26
1550000.0,62472750000.0,80,11000000,0.4,0.4,13
15150000.0,682401450000.0,500,9000000,0.6,0.2,100
15150000.0,682401450000.0,500,10000000,0.4,1.0,100
2150.0,73641800.0,1,9000000,0.4,1.0,100
1550000.0,84681150000.0,100,9000000,0.4,0.6,87
1550000.0,53524600000.0,70,7000000,1.0,1.0,73
1550000.0,62472750000.0,80,11000000,0.6,0.4,59
440000.0,4591400000.0,8,10000000,0.2,0.8,16
1550000.0,62472750000.0,80,9000000,0.2,0.2,12
2150.0,73641800.0,1,10000000,0.4,0.4,100
1550000.0,84681150000.0,100,10000000,1.0,1.0,87
2150.0,73641800.0,1,9000000,0.8,0.8,29
1550000.0,84681150000.0,100,10000000,0.4,0.4,16
15150000.0,682401450000.0,500,7000000,1.0,0.8,100
1550000.0,53524600000.0,70,11000000,0.2,0.2,83
1550000.0,62472750000.0,80,7000000,0.2,1.0,69
440000.0,4591400000.0,8,10000000,0.4,0.8,26
1550000.0,62472750000.0,80,8000000,1.0,0.4,22
2150.0,73641800.0,1,10000000,1.0,0.4,100
15150000.0,682401450000.0,500,8000000,0.8,0.4,87
2150.0,73641800.0,1,8000000,0.8,1.0,70
15150000.0,682401450000.0,500,8000000,0.8,0.8,69
15150000.0,682401450000.0,500,11000000,0.4,0.2,52
15150000.0,682401450000.0,500,7000000,0.6,0.2,36
440000.0,4591400000.0,8,11000000,0.2,1.0,100
1550000.0,53524600000.0,70,7000000,0.4,0.4,86
440000.0,4591400000.0,8,7000000,0.8,0.8,49
